Mod:Item:MetaData, Localized Name
harvestcraft:celeryandpeanutbutterItem, Celery and Peanut Butter
harvestcraft:chickencelerycasseroleItem, Chicken Celery Casserole
harvestcraft:peasandceleryItem, Peas and Celery
harvestcraft:celerysoupItem, Celery Soup
harvestcraft:zucchinibreadItem, Zucchini Bread
harvestcraft:zucchinifriesItem, Zucchini Fries
harvestcraft:zestyzucchiniItem, Zesty Zucchini
harvestcraft:zucchinibakeItem, Zucchini Bake
harvestcraft:asparagusquicheItem, Asparagus Quiche
harvestcraft:asparagussoupItem, Asparagus Soup
harvestcraft:walnutraisinbreadItem, Walnut Raisin Bread
harvestcraft:candiedwalnutsItem, Candied Walnuts
harvestcraft:brownieItem, Brownie
harvestcraft:papayasmoothieItem, Papaya Smoothie
harvestcraft:papayayogurtItem, Papaya Yogurt
harvestcraft:starfruitsmoothieItem, Starfruit Smoothie
harvestcraft:starfruityogurtItem, Starfruit Yogurt
harvestcraft:guacamoleItem, Guacamole
harvestcraft:creamofavocadosoupItem, Cream of Avocado Soup
harvestcraft:avocadoburritoItem, Avocado Burrito
harvestcraft:poachedpearItem, Poached Pear
harvestcraft:fruitcrumbleItem, Fruit Crumble
harvestcraft:pearyogurtItem, Pear Yogurt
harvestcraft:plumyogurtItem, Plum Yogurt
harvestcraft:bananasplitItem, Banana Split
harvestcraft:banananutbreadItem, Banana Nut Bread
harvestcraft:bananasmoothieItem, Banana Smoothie
harvestcraft:bananayogurtItem, Banana Yogurt
harvestcraft:coconutmilkItem, Coconut Milk
harvestcraft:chickencurryItem, Chicken Curry
harvestcraft:coconutshrimpItem, Coconut Shrimp
harvestcraft:coconutyogurtItem, Coconut Yogurt
harvestcraft:orangechickenItem, Orange Chicken
harvestcraft:orangesmoothieItem, Orange Smoothie
harvestcraft:orangeyogurtItem, Orange Yogurt
harvestcraft:peachcobblerItem, Peach Cobbler
harvestcraft:peachsmoothieItem, Peach Smoothie
harvestcraft:peachyogurtItem, Peach Yogurt
harvestcraft:keylimepieItem, Keylime Pie
harvestcraft:limesmoothieItem, Lime Smoothie
harvestcraft:limeyogurtItem, Lime Yogurt
harvestcraft:mangosmoothieItem, Mango Smoothie
harvestcraft:mangoyogurtItem, Mango Yogurt
harvestcraft:pomegranatesmoothieItem, Pomegranate Smoothie
harvestcraft:pomegranateyogurtItem, Pomegranate Yogurt
harvestcraft:vanillayogurtItem, Vanilla Yogurt
harvestcraft:cinnamonrollItem, Cinnamon Roll
harvestcraft:frenchtoastItem, French Toast
harvestcraft:marshmellowsItem, Marshmellows
harvestcraft:donutItem, Donut
harvestcraft:chocolatedonutItem, Chocolate Donut
harvestcraft:powdereddonutItem, Powdered Donut
harvestcraft:jellydonutItem, Jelly Donut
harvestcraft:frosteddonutItem, Frosted Donut
harvestcraft:cactussoupItem, Cactus Soup
harvestcraft:wafflesItem, Waffles
harvestcraft:seedsoupItem, Seed Soup
harvestcraft:softpretzelItem, Soft Pretzel
harvestcraft:jellybeansItem, Jellybeans
harvestcraft:biscuitItem, Biscuit
harvestcraft:creamcookieItem, Cream Cookie
harvestcraft:jaffaItem, Jaffa
harvestcraft:friedchickenItem, Fried Chicken
harvestcraft:footlongItem, Footlong
harvestcraft:blueberryyogurtItem, Blueberry Yogurt
harvestcraft:lemonyogurtItem, Lemon Yogurt
harvestcraft:cherryyogurtItem, Cherry Yogurt
harvestcraft:strawberryyogurtItem, Strawberry Yogurt
harvestcraft:grapeyogurtItem, Grape Yogurt
harvestcraft:chocolateyogurtItem, Chocolate Yogurt
harvestcraft:blackberrycobblerItem, Blackberry Cobbler
harvestcraft:blackberrysmoothieItem, Blackberry Smoothie
harvestcraft:blackberryyogurtItem, Blackberry Yogurt
harvestcraft:chocolatemilkItem, Chocolate Milk
harvestcraft:pumpkinyogurtItem, Pumpkin Yogurt
harvestcraft:raspberrypieItem, Raspberry Pie
harvestcraft:raspberrysmoothieItem, Raspberry Smoothie
harvestcraft:raspberryyogurtItem, Raspberry Yogurt
harvestcraft:cinnamonsugardonutItem, Cinnamon Sugar Donut
harvestcraft:melonyogurtItem, Melon Yogurt
harvestcraft:kiwismoothieItem, Kiwi Smoothie
harvestcraft:kiwiyogurtItem, Kiwi Yogurt
harvestcraft:plainyogurtItem, Plain Yogurt
harvestcraft:appleyogurtItem, Apple Yogurt
harvestcraft:saltedsunflowerseedsItem, Salted Sunflower Seeds
harvestcraft:sunflowerwheatrollsItem, Sunflower Wheat Rolls
harvestcraft:sunflowerbroccolisaladItem, Sunflower Broccoli Salad
harvestcraft:cranberrysauceItem, Cranberry Sauce
harvestcraft:cranberrybarItem, Cranberry Bar
harvestcraft:peppermintItem, Peppermint
harvestcraft:blackpepperItem, Black Pepper
harvestcraft:groundcinnamonItem, Ground Cinnamon
harvestcraft:groundnutmegItem, Ground Nutmeg
harvestcraft:oliveoilItem, Cooking Oil
harvestcraft:baklavaItem, Baklava
harvestcraft:gummybearsItem, Gummy Bears
harvestcraft:baconmushroomburgerItem, Bacon Mushroom Burger
harvestcraft:fruitpunchItem, Fruit Punch
harvestcraft:meatystewItem, Meaty Stew
harvestcraft:mixedsaladItem, Mixed Salad
harvestcraft:pinacoladaItem, Pinacolada
harvestcraft:saladdressingItem, Salad Dressing
harvestcraft:shepardspieItem, Shepherd's Pie
harvestcraft:eggnogItem, Egg Nog
harvestcraft:custardItem, Custard
harvestcraft:sushiItem, Sushi
harvestcraft:gardensoupItem, Garden Soup
harvestcraft:applejellyItem, Apple Jelly
harvestcraft:applejellysandwichItem, Apple Jelly Sandwich
harvestcraft:blackberryjellyItem, Blackberry Jelly
harvestcraft:blackberryjellysandwichItem, Blackberry Jelly Sandwich
harvestcraft:blueberryjellyItem, Blueberry Jelly
harvestcraft:blueberryjellysandwichItem, Blueberry Jelly Sandwich
harvestcraft:cherryjellyItem, Cherry Jelly
harvestcraft:cherryjellysandwichItem, Cherry Jelly Sandwich
harvestcraft:cranberryjellyItem, Cranberry Jelly
harvestcraft:cranberryjellysandwichItem, Cranberry Jelly Sandwich
harvestcraft:kiwijellyItem, Kiwi Jelly
harvestcraft:kiwijellysandwichItem, Kiwi Jelly Sandwich
harvestcraft:lemonjellyItem, Lemon Jelly
harvestcraft:lemonjellysandwichItem, Lemon Jelly Sandwich
harvestcraft:limejellyItem, Lime Jelly
harvestcraft:limejellysandwichItem, Lime Jelly Sandwich
harvestcraft:mangojellyItem, Mango Jelly
harvestcraft:mangojellysandwichItem, Mango Jelly Sandwich
harvestcraft:orangejellyItem, Orange Jelly
harvestcraft:orangejellysandwichItem, Orange Jelly Sandwich
harvestcraft:papayajellyItem, Papaya Jelly
harvestcraft:papayajellysandwichItem, Papaya Jelly Sandwich
harvestcraft:peachjellyItem, Peach Jelly
harvestcraft:peachjellysandwichItem, Peach Jelly Sandwich
harvestcraft:pomegranatejellyItem, Pomegranate Jelly
harvestcraft:pomegranatejellysandwichItem, Pomegranate Jelly Sandwich
harvestcraft:raspberryjellyItem, Raspberry Jelly
harvestcraft:raspberryjellysandwichItem, Raspberry Jelly Sandwich
harvestcraft:starfruitjellyItem, Starfruit Jelly
harvestcraft:starfruitjellysandwichItem, Starfruit Jelly Sandwich
harvestcraft:strawberryjellyItem, Strawberry Jelly
harvestcraft:strawberryjellysandwichItem, Strawberry Jelly Sandwich
harvestcraft:watermelonjellyItem, Watermelon Jelly
harvestcraft:watermelonjellysandwichItem, Watermelon Jelly Sandwich
harvestcraft:bubblywaterItem, Bubbly Water
harvestcraft:cherrysodaItem, Cherry Soda
harvestcraft:colasodaItem, Cola Soda
harvestcraft:gingersodaItem, Ginger Ale
harvestcraft:grapesodaItem, Grape Soda
harvestcraft:lemonlimesodaItem, Lemon-Lime Soda
harvestcraft:orangesodaItem, Orange Soda
harvestcraft:rootbeersodaItem, Root Beer
harvestcraft:strawberrysodaItem, Strawberry Soda
harvestcraft:caramelicecreamItem, Caramel Ice Cream
harvestcraft:mintchocolatechipicecreamItem, Mint Chocolate Chip Ice Cream
harvestcraft:strawberryicecreamItem, Strawberry Ice Cream
harvestcraft:vanillaicecreamItem, Vanilla Ice Cream
harvestcraft:gingerchickenItem, Ginger Chicken
harvestcraft:oldworldveggiesoupItem, Old World Veggie Soup
harvestcraft:spicebunItem, Spice Bun
harvestcraft:gingeredrhubarbtartItem, Gingered Rhubarb Tart
harvestcraft:lambbarleysoupItem, Lamb Barley Soup
harvestcraft:honeylemonlambItem, Honey Lemon Lamb
harvestcraft:pumpkinoatsconesItem, Pumpkin Oat Scones
harvestcraft:beefjerkyItem, Beef Jerky
harvestcraft:ovenroastedcauliflowerItem, Oven Roasted Cauliflower
harvestcraft:leekbaconsoupItem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsItem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoItem, Scallion Baked Potato
harvestcraft:soymilkItem, Soy Milk
harvestcraft:firmtofuItem, Firm Tofu
harvestcraft:silkentofuItem, Silken Tofu
harvestcraft:bamboosteamedriceItem, Bamboo Steamed Rice
harvestcraft:roastedchestnutItem, Roasted Chestnut
harvestcraft:sweetpotatosouffleItem, Sweet Potato Souffle
harvestcraft:cashewchickenItem, Cashew Chicken
harvestcraft:apricotyogurtItem, Apricot Yogurt
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
harvestcraft:sesameoilItem, Sesame Oil
harvestcraft:hotandsoursoupItem, Hot and Sour Soup
harvestcraft:noodlesItem, Noodles
harvestcraft:chickenchowmeinItem, Chicken Chow Mein
harvestcraft:kungpaochickenItem, Kung Pao Chicken
harvestcraft:hoisinsauceItem, Hoisin Sauce
harvestcraft:fivespiceItem, Five Spice
harvestcraft:charsiuItem, Char Siu
harvestcraft:sweetandsoursauceItem, Sweet and Sour Sauce
harvestcraft:sweetandsourchickenItem, Sweet and Sour Chicken
harvestcraft:baconandeggsItem, Bacon and Eggs
harvestcraft:biscuitsandgravyItem, Biscuits and Gravy
harvestcraft:applefritterItem, Apple Fritter
harvestcraft:sweetteaItem, Sweet Tea
harvestcraft:creepercookieItem, Creeper Cookie
harvestcraft:patreonpieItem, Patreon Pie
harvestcraft:honeybreadItem, Honey Bread
harvestcraft:honeybunItem, Honeybun
harvestcraft:honeyglazedcarrotsItem, Honey Glazed Carrots
harvestcraft:honeyglazedhamItem, Honey Glazed Ham
harvestcraft:honeysoyribsItem, Honey Soy Ribs
harvestcraft:rawtofeakItem, Raw Tofeak
harvestcraft:rawtofaconItem, Raw Tofacon
harvestcraft:rawtofishItem, Raw Tofish
harvestcraft:rawtofeegItem, Raw Tofeeg
harvestcraft:rawtofuttonItem, Raw Tofutton
harvestcraft:rawtofickenItem, Raw Toficken
harvestcraft:rawtofabbitItem, Raw Tofabbit
harvestcraft:rawtofurkeyItem, Raw Tofurkey
harvestcraft:rawtofenisonItem, Raw Tofenison
harvestcraft:cookedtofeakItem, Cooked Tofeak
harvestcraft:cookedtofaconItem, Cooked Tofacon
harvestcraft:cookedtofishItem, Cooked Tofish
harvestcraft:cookedtofeegItem, Cooked Tofeeg
harvestcraft:cookedtofuttonItem, Cooked Tofutton
harvestcraft:cookedtofickenItem, Cooked Toficken
harvestcraft:cookedtofabbitItem, Cooked Tofabbit
harvestcraft:cookedtofurkeyItem, Cooked Tofurkey
harvestcraft:cookedtofenisonItem, Cooked Tofenison
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheese Cake
harvestcraft:pavlovaItem, Pavlova
harvestcraft:lamingtonItem, Lamington
harvestcraft:cheesecakeItem, Cheese Cake
harvestcraft:cherrycheesecakeItem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeItem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeItem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeItem, Red Velvet Cake
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:grubItem, Bee Grub
harvestcraft:honeycombItem, Honeycomb
harvestcraft:honeyItem, Honey
harvestcraft:waxcombItem, Waxcomb
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:beeswaxItem, Pressed Wax
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
practicallogistics2:Hammer, Forging Hammer
practicallogistics2:Hammer_Air, Forging Hammer
practicallogistics2:SapphireOre, Sapphire Ore
practicallogistics2:PLGuide, Practical Logistics Guide
practicallogistics2:Operator, Operator Tool
practicallogistics2:Sapphire, Sapphire
practicallogistics2:SapphireDust, Sapphire Dust
practicallogistics2:StonePlate, Stone Plate
practicallogistics2:EtchedPlate, Etched Plate
practicallogistics2:DataCable, Data Cable
practicallogistics2:Node, Node
practicallogistics2:EntityNode, Entity Node
practicallogistics2:Array, Array
practicallogistics2:TransferNode, Transfer Node
practicallogistics2:Transceiver, Transceiver
practicallogistics2:EntityTransceiver, Entity Transceiver
practicallogistics2:WirelessStorage, Wireless Storage Reader
practicallogistics2:InfoReader, Info Reader
practicallogistics2:InventoryReader, Inventory Reader
practicallogistics2:FluidReader, Fluid Reader
practicallogistics2:EnergyReader, Energy Reader
practicallogistics2:DisplayScreen, Display Screen
practicallogistics2:LargeDisplayScreen, Large Display Screen
practicallogistics2:HolographicDisplay, Holographic Display
practicallogistics2:DataEmitter, Data Emitter
practicallogistics2:DataReceiver, Data Receiver
practicallogistics2:RedstoneSignaller, Redstone Signaller
practicallogistics2:Clock, Clock
projecte:interdiction_torch, Interdiction Torch
projecte:condenser_mk2, Energy Condenser MK2
projecte:dm_pedestal, Dark Matter Pedestal
projecte:nova_catalyst, Nova Catalyst
projecte:nova_cataclysm, Nova Cataclysm
projecte:alchemical_chest, Alchemical Chest
projecte:transmutation_table, Transmutation Table
projecte:condenser_mk1, Energy Condenser
projecte:rm_furnace, Red Matter Furnace
projecte:dm_furnace, Dark Matter Furnace
projecte:matter_block:0, Dark Matter Block
projecte:matter_block:1, Red Matter Block
projecte:fuel_block:0, Alchemical Coal Block
projecte:fuel_block:1, Mobius Fuel Block
projecte:fuel_block:2, Aeternalis Fuel Block
projecte:collector_mk1, Energy Collector MK1
projecte:collector_mk2, Energy Collector MK2
projecte:collector_mk3, Energy Collector MK3
projecte:relay_mk1, Anti-Matter Relay MK1
projecte:relay_mk2, Anti-Matter Relay MK2
projecte:relay_mk3, Anti-Matter Relay MK3
projecte:item.pe_philosophers_stone, Philosopher's Stone
projecte:item.pe_alchemical_bag:0, Alchemical Bag (White)
projecte:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
projecte:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
projecte:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
projecte:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
projecte:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
projecte:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
projecte:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
projecte:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
projecte:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
projecte:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
projecte:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
projecte:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
projecte:item.pe_alchemical_bag:13, Alchemical Bag (Green)
projecte:item.pe_alchemical_bag:14, Alchemical Bag (Red)
projecte:item.pe_alchemical_bag:15, Alchemical Bag (Black)
projecte:item.pe_repair_talisman, Repair Talisman
projecte:item.pe_klein_star:0, Klein Star Ein
projecte:item.pe_klein_star:1, Klein Star Zwei
projecte:item.pe_klein_star:2, Klein Star Drei
projecte:item.pe_klein_star:3, Klein Star Vier
projecte:item.pe_klein_star:4, Klein Star Sphere
projecte:item.pe_klein_star:5, Klein Star Omega
projecte:item.pe_fuel:0, Alchemical Coal
projecte:item.pe_fuel:1, Mobius Fuel
projecte:item.pe_fuel:2, Aeternalis Fuel
projecte:item.pe_covalence_dust:0, Low Covalence Dust
projecte:item.pe_covalence_dust:1, Medium Covalence Dust
projecte:item.pe_covalence_dust:2, High Covalence Dust
projecte:item.pe_matter:0, Dark Matter
projecte:item.pe_matter:1, Red Matter
projecte:item.pe_dm_pick, Dark Matter Pickaxe
projecte:item.pe_dm_axe, Dark Matter Axe
projecte:item.pe_dm_shovel, Dark Matter Shovel
projecte:item.pe_dm_sword, Dark Matter Sword
projecte:item.pe_dm_hoe, Dark Matter Hoe
projecte:item.pe_dm_shears, Dark Matter Shears
projecte:item.pe_dm_hammer, Dark Matter Hammer
projecte:item.pe_rm_pick, Red Matter Pickaxe
projecte:item.pe_rm_axe, Red Matter Axe
projecte:item.pe_rm_shovel, Red Matter Shovel
projecte:item.pe_rm_sword, Red Matter Sword
projecte:item.pe_rm_hoe, Red Matter Hoe
projecte:item.pe_rm_shears, Red Matter Shears
projecte:item.pe_rm_hammer, Red Matter Hammer
projecte:item.pe_rm_katar, Red Katar
